username,source_type,source_file,posts,followers,follower_segment,avg_likes,avg_comments,categories,top_hashtags,account_type,account_confidence,creator_score,business_score,media_score
dmlbllog,profile_scrape,scrape_1776936742.json,12,30350.0,micro,30616.92,39.92,"anne_bebek,yemek_mutfak","keşfet,asmr,viralvideos,reelsviral,kesfet,sunum,reklam,creampuffs,tatlitarifleri,creampuff",creator,0.93,1.9,0.0,0.0
dogal_kozmetik1,profile_scrape,scrape_1776868866.json,6,81.0,nano,2.67,0.17,genel,,creator,0.91,1.8,1.2,0.0
dongellerkonagieymir,profile_scrape,scrape_1776869679.json,11,434.0,nano,55.82,254.64,yemek_mutfak,"ankarakahvalti,ankarakahvaltımekanları,ankarakahvemekanları,eymirkahvaltı,kahvaltiankara,kahvalti,slowmorning,huzur,kahvaltıkeyfi,softlife",creator,0.83,1.4,0.0,0.0
dragana_stosic_gagasf,profile_scrape,scrape_1776937266.json,12,858.0,nano,22.33,0.67,oyuncak_hobi,"toy,toyred,toypoodle,toyredpoodle,toyredmale,Toyredmalepoodle,red,redpoodle,redpoodlemale,redpoodletoy",creator,0.75,1.0,0.0,0.0
drfaikuzun,profile_scrape,scrape_1776869679.json,11,3594.0,nano,206.55,0.0,"evcil_hayvan,yemek_mutfak,taki_aksesuar","silifke,gebeliktakibi,mut,gülnar,opdrfaikuzun,normaldoğum,sezaryendoğum,riskligebelik,erkendoğumriski,3dultrasound",creator,0.93,1.9,0.0,0.0
drlutfullahaslan,profile_scrape,scrape_1776872304.json,12,1935.0,nano,376.42,7.0,anne_bebek,"çocukdoktoru,çocuk,van,bebek,istanbul,kar,mecburigünlükleri,vanadokya,traverten,vangölü",creator,0.75,1.0,0.0,0.0
drturkerborucu,profile_scrape,scrape_1776936742.json,12,5145.0,nano,327.58,2.75,"anne_bebek,fitness_saglik,evcil_hayvan","pediatrist,çocuk,bebek,medigüneş,yenidogan,pediatri,cocukdoktoru,infant,pediatrics,pediatrician",creator,0.93,1.9,0.0,0.0
e.luk7,profile_scrape,scrape_1776868866.json,6,35.0,nano,1.0,2.83,genel,,creator,0.75,1.0,0.0,0.0
e_blogg__,profile_scrape,scrape_1776936742.json,12,6707.0,nano,675.83,45.92,yemek_mutfak,"keşfetteyiz,reelsviral,keşfetedüş,trendreels,fy,yemek,reelsvideo,foodreels,keşfetteyim,viralvideos",creator,0.83,1.4,0.0,0.0
ebrardenizgez,profile_scrape,scrape_1776937266.json,12,200.0,nano,6.5,3.08,anne_bebek,"emeklekurulanhayat,atölyehikayemiz,birliktegüzel,bebekgelişimi,4aylık,etkinliksaatleri,tummytime,duyusaloyun,bilinçliebeveynlik,bebeketkinlikleri",creator,0.75,1.0,0.0,0.0
eda.aslnn,profile_scrape,scrape_1776872304.json,12,11117.0,micro,226.75,8.33,yemek_mutfak,"tarif,keşfet,reels,dizi,tatlıtarifleri,diziyemekleri,kremşantilikurabiye,tarçınlıkurabiye,tatlıkurabiye,mantar",creator,0.93,1.9,0.0,0.0
edirneulak,profile_scrape,scrape_1776790071.json,1,11514.0,micro,248.0,0.0,"teknoloji,otomotiv,oyun_espor","edirneulakgazetesi,edirneulak,edirne,yerelmedya,edirneyerelgazete,edirnegündemi,sağlık,siyaset,egitim,ekonomi",creator,0.75,1.0,0.0,0.4
eesraa_ismail,profile_scrape,scrape_1776869436.json,6,5196.0,nano,622.5,22.67,"yemek_mutfak,ev_yasam,evcil_hayvan","reklamdeğil,mutfaktakigurme,kakaolukek,instafood,lezzetdurağı,burmatatlısı,sunumaski,şerbetlitatlılar,ramazantatlısı,sunumyeriniz",creator,0.83,1.4,0.0,0.0
egitimkocuelifgulden,profile_scrape,scrape_1776937691.json,12,48232.0,micro,4274.67,75.25,genel,"matematik,lgs,motivasyon,öğrencikoçluğu,yks,eğitimkoçluğu,ögrencikoçu,eğitimdanışmanlığı,8sınıf,başarı",creator,0.75,1.0,0.0,0.0
ela.kitchenn,profile_scrape,scrape_1776936742.json,12,80.0,nano,26.42,4.42,yemek_mutfak,"yemektarifleri,keşfetteyizzz,gastronomi,balıkçorbası,tatlı,yemektarifleri😉,hünkarbeğendi,yemek,food,mutfak",creator,0.93,1.9,0.0,0.0
elifomerkayra,profile_scrape,scrape_1776936742.json,12,115509.0,mid,1926.92,23.0,"yemek_mutfak,evcil_hayvan,dekorasyon_mobilya","gününsözü,gününkahvesi,gününkahvesi̇,kabiliyetiştirmek,neokudum,neokuyorum,okudumbitti📚,gününduası,piknik,doğa",creator,0.73,0.9,0.0,0.0
elifsenababykids,profile_scrape,scrape_1776936742.json,12,1019.0,nano,14.42,0.33,"anne_bebek,moda_yasam,oyuncak_hobi","bebekgiyim,organikbebekgiyim,bebekmodası,bebekkombini,bebekhediyesi,annebebek,babyfashion,muslinkıyafet,ilkbaharyazkoleksiyonu,doğalbebekürünleri",creator,0.87,1.6,0.0,0.0
elifuzunrr,profile_scrape,scrape_1776936742.json,12,12.0,nano,1.58,0.33,moda_yasam,"dikiş,tasarım,kombinler,tasarımcı,özeltasarım,özeldikim,tekbeden,sipariş,standartbeden,atölyem",creator,0.93,1.9,0.0,0.0
elli_beanyyy,profile_scrape,scrape_1776937104.json,4,9.0,nano,55.25,2.25,evcil_hayvan,"pets,fatcat,freedrawing,freecommission,draw,pet,fypageシ゚,memes,ocdrawing,dropdead",creator,0.75,1.0,0.0,0.0
emilyethics,profile_scrape,scrape_1776936742.json,12,5498.0,nano,120.25,7.92,"fitness_saglik,moda_yasam,anne_bebek","motivation,fitness,inspiration,love,gym,workout,motivationalquotes,lifestyle,success,instagood",creator,0.93,1.9,0.0,0.0
emine.bites,profile_scrape,scrape_1776872304.json,12,819.0,nano,95.83,11.83,yemek_mutfak,"tatlı,kesfet,keşfet,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,kahramanmaraş,sessizkalma,mutfak,keşfetteyim,reels,şanlıurfa",creator,0.83,1.4,0.0,0.0
emine.yllmz,profile_scrape,scrape_1776869679.json,11,11521.0,micro,5489.82,80.73,genel,"keşfet,keșfet,viral,komikpaylaşımlar,reels,kesfetteyiz,fyp,fypシ,explore,explorepage",creator,0.75,1.0,0.0,0.0
empolisportfestival,profile_scrape,scrape_1776868726.json,4,9.0,nano,4.0,0.5,"fitness_saglik,moda_yasam,otomotiv","EmpoliSportFestival,sport,fitness,fitnessmotivation,sportlife,workout,training,fitlife,gym,healthylifestyle",creator,0.93,1.9,0.0,0.0
emrahyucel,profile_scrape,scrape_1776787644.json,2,7.0,nano,5.0,0.0,genel,,creator,0.75,1.0,0.0,0.0
enfju_,profile_scrape,scrape_1776868726.json,8,451.0,nano,-1.0,29.38,"ev_yasam,egitim_kariyer","study,studygram,enfermagem,estudante,trend,explorepage,viral,jesus,viralpost,vlog",creator,0.93,1.9,0.0,0.0
erdemyazilimanadolulisesi,profile_scrape,scrape_1776937104.json,12,2986.0,nano,71.08,1.75,"teknoloji,egitim_kariyer","erdemyazılımanadolulisesi,yazılımlisesi,erdemokulları,bursluluksınavı,geleceğinikodla,yazılımeğitimi,teknolojieğitimi,lisetercihi,okultanıtımgünü,Erdemyazılımanadolulisesi",creator,0.83,1.4,0.0,0.0
esrajournalss,profile_scrape,scrape_1776936742.json,12,271.0,nano,7.33,4.58,"ev_yasam,egitim_kariyer","kpss,kpss2026,ders,yks,kpsstari̇h,ipad,study,kpsslisans,kpssonlisans,ösym",creator,0.83,1.4,0.0,0.0
esravepasta,profile_scrape,scrape_1776936742.json,12,920.0,nano,64.67,4.67,evcil_hayvan,"butikpasta,butikpastacilik,1yaspasta,pasta,dogumgunupastasi,dogumgünü,istanbul,basaksehir,nisanpastasi,sozpastasi",creator,0.85,1.5,0.3,0.0
estudelavis,profile_scrape,scrape_1776869679.json,11,44817.0,micro,2562.82,52.73,"egitim_kariyer,ev_yasam","studygram,estudar,concursopublico,estudante,studymotivation,concursos,estudos,concurseiros",creator,0.93,1.9,0.0,0.0
eticaret.gercekleri,profile_scrape,scrape_1776936742.json,4,2.0,nano,0.75,0.25,otomotiv,"eticaret,dropshipping,girisim,parakazan,onlineis,girişimcilik,eticaretgercekleri,onlinekazanç,eticaretgerçekleri,instagramticaret",creator,0.75,1.0,0.0,0.0
etlitariflerr,profile_scrape,scrape_1776869777.json,1,407824.0,mid,220.0,0.0,"fitness_saglik,yemek_mutfak","yemektarifleri,healthyeating,iftaryemeği",creator,0.89,1.7,0.3,0.0
everyounglb,profile_scrape,scrape_1776936742.json,12,1373.0,nano,2.17,0.25,"otomotiv,guzellik_kozmetik,anne_bebek","EveryoungLB,SkincareRoutine,AcneCare,BOGO,DUCRAY,Keracnyl,ClearSkin,KloraneBebe,BabyCare,NewbornEssentials",creator,0.77,1.1,0.0,0.0
exact_ias,profile_scrape,scrape_1776936742.json,12,133471.0,mid,10826.92,11.58,"ev_yasam,finans_is","upscprelims,upsc2026,geopolitics,ias,internationalorganizations,upscquestions,upscmcq,upsccurrentaffairs,prelims2026,asisse",creator,0.71,0.8,0.0,0.0
exoduslearn_,profile_scrape,scrape_1776868726.json,8,2.0,nano,0.88,0.25,"egitim_kariyer,ev_yasam","studytips,studygram,studytok,study,student,exoduslearn,studying,reels,collegelife,fyp",creator,0.93,1.9,0.0,0.0
fatih.iosdev,profile_scrape,scrape_1776872304.json,12,1244.0,nano,147.08,16.0,teknoloji,"yazılım,software,bilişim,HSD,ProjeNight,ÜretenGece,Mentorluk,TechCommunity,MobileDevelopment,SabahınBereketi",creator,0.75,1.0,0.0,0.0
fatmazehra.keskinkrzan,profile_scrape,scrape_1776937266.json,12,417.0,nano,10.33,0.25,fitness_saglik,"ebeveyn,annebaba,çocukeğitimi,öfke,duygudüzenleme,psikanaliz,maternalmentalhealth,çocuk,zorba,zorbalığahayır",creator,0.83,1.4,0.0,0.0
febitekk,profile_scrape,scrape_1776936742.json,12,3357.0,nano,146.42,2.58,teknoloji,"tbdgençelazığ,FEBİTEK,fıratüniversitesi,tbd,tbdgenç,Teknoloji,üniversiteetkinliği,febitek,fıratünüversitesi,foryoupage",creator,0.75,1.0,0.0,0.0
fhosalay,profile_scrape,scrape_1776869436.json,6,1947.0,nano,1736.0,181.67,"evcil_hayvan,otomotiv","boxer,kopek,hayvanlar,animals,animal,pet,dog,dogs,photooftheday,cute",creator,0.85,1.5,0.0,0.0
fika.mag,profile_scrape,scrape_1776937104.json,12,37.0,nano,4.17,0.17,"kitap_kultur,teknoloji","fika,edebiyat,sosyalmedya,ekonomi,natalieportman,magazin,hamilelik,hollywood,yas,paulauster",creator,0.75,1.0,0.0,0.0
filiinfiore,profile_scrape,scrape_1776937691.json,10,36.0,nano,15.9,0.0,genel,"borsa,uncinetto,handmade,fattoamano,crochet,artigianato,crochetbag,handbag,dustbag,borsetta",creator,0.75,1.0,0.0,0.0
financezirovnice,profile_scrape,scrape_1776936742.json,10,136.0,nano,5.7,0.0,finans_is,"financezirovnice,financniporadenstvi,finance,pojisteni,financnigramotnost,investice,osobnifinance,zirovnice,hypoteka,penze",creator,0.75,1.0,0.0,0.0
fit4momwestseattle,profile_scrape,scrape_1776937266.json,12,1784.0,nano,10.83,0.5,"fitness_saglik,anne_bebek","fit4momwestseattle,westseattlemoms,strengthinmotherhood,momstrong,strongmoms,prenatalfitness,prenatalexercise,FIT4MOM,fit4mom,fitpregnancy",creator,0.77,1.1,0.0,0.0
fithera_kongress,profile_scrape,scrape_1776936742.json,12,1165.0,nano,28.0,0.5,"fitness_saglik,yemek_mutfak,finans_is","fithera2026,SpruchDerWoche,mindest,veränderung,mut,kongress,business,event,fitnessbranche,fithera26",creator,0.93,1.9,0.0,0.0
fnuraltundal,profile_scrape,scrape_1776872304.json,12,1350.0,nano,262.83,14.5,anne_bebek,"pasta,tevekkül,bedibesmele,Kuran,patisserie,quran,cake,Umre,ramazan,cami",creator,0.75,1.0,0.0,0.0
foodloverrr2000,profile_scrape,scrape_1776790071.json,2,61.0,nano,9.0,1.5,"fitness_saglik,yemek_mutfak","workout,workoutmeal,food,meal,japanese,foodie,healthy",creator,0.83,1.4,0.0,0.0
fsmortaokulu33,profile_scrape,scrape_1776937266.json,12,683.0,nano,74.83,0.0,egitim_kariyer,"18MartÇanakkaleZaferi,ÇanakkaleGeçilmez,Tarsus,BirlikBeraberlik,ŞehitlerimiziAnıyoruz,Nevroz,TürkKültürü,KültürelMiras,sinav,bursluluk",creator,0.83,1.4,0.0,0.0
funda.sbloom,profile_scrape,scrape_1776937691.json,12,190.0,nano,22.5,0.33,kitap_kultur,"keşfet,şiir,keşfetteyizzz,keşfetteyiz,kitapalıntıları,keșfetteyiz,pencere,pencereönüçiçeği,denizmanzaralı,güneşlibirgünden",creator,0.75,1.0,0.0,0.0
furnbubbles_kiato,profile_scrape,scrape_1776869679.json,11,343.0,nano,17.18,0.09,"evcil_hayvan,otomotiv","doggrooming,petcare,happydog,DogGrooming,haircutday,FurAndBubbles,groomingexperience,FurNBubbles,PetCare,PetGrooming",creator,0.85,1.5,0.0,0.0
gastronotrukenii_,profile_scrape,scrape_1776790071.json,6,251.0,nano,16.5,0.0,yemek_mutfak,"mutfak,dessert,pasta,keşfetteyizzz,keşfet,tatlı,keşfetteyim,miseenplace,gastronomía,sanat",creator,0.83,1.4,0.0,0.0
gebzezirvesogukbaklava,profile_scrape,scrape_1776937104.json,8,88.0,nano,13.25,0.25,genel,"sogukkadayıf,tatlı,soğukbaklava,sütlütatli,baklava,kadayıf,tatli",creator,0.75,1.0,0.0,0.0
georgepalozzi,profile_scrape,scrape_1776872304.json,12,14111.0,micro,1043.25,20.58,"otomotiv,egitim_kariyer","motorsport,georgepalozzi,lemans,daytona,racingdriver,racingcar,f1,careers,racecar",creator,0.83,1.4,0.0,0.0
ghenosgames,profile_scrape,scrape_1776869777.json,11,10297.0,micro,757.36,13.27,"oyun_espor,oyuncak_hobi,otomotiv","boardgames,gdt,giochidatavolo,boardgame,partygame,giochi,boardgamesnight,salonedellibro,cardgame,finspan",creator,0.75,1.0,0.0,0.0
gizemhatimoglu,profile_scrape,scrape_1776936742.json,12,24329.0,micro,2168.33,36.33,"anne_bebek,egitim_kariyer","sınav,matematik,lgs,başarı,öğrencikoçu,soruçözümü,mersin,keşfetteyiz,keşfet,tyt",creator,0.83,1.4,0.0,0.0
gizemisfen,profile_scrape,scrape_1776937266.json,12,307.0,nano,20.08,0.5,"guzellik_kozmetik,anne_bebek,otomotiv","bebek,keşfet,keşfetteyiz,komik,akım,çocuk,netflix,baba,keşfetteyim,ilkbayram",creator,0.83,1.4,0.0,0.0
glowenceco,profile_scrape,scrape_1776868726.json,8,9.0,nano,3.62,0.12,"guzellik_kozmetik,evcil_hayvan,otomotiv","ciltbakimi,skincaretips,guzellikipuclari,bakimonerileri,skincare,ciltserumu,sacbakimrutini,ciltbakimirutini,sacbakimtipsleri,kurusacbakim",creator,0.93,1.9,0.0,0.0
gm_gozdemukavelat,profile_scrape,scrape_1776868866.json,6,127.0,nano,6.67,0.0,"guzellik_kozmetik,otomotiv,moda_yasam","gmcreations,selfcareturkiye,ciltbakimi,luxury,bodybutterturkiye,kadinbakim,kesfet,erkekbakim,erkekstil,hediyelik",creator,0.83,1.4,0.0,0.0
gongbuhyen,profile_scrape,scrape_1776868726.json,8,680.0,nano,49.5,3.38,genel,"공부기록,공스타그램,플래너,셋로그,카공,알바,편입공부,공부,서평단,책추천",creator,0.75,1.0,0.0,0.0
gozdessign,profile_scrape,scrape_1776872304.json,12,1239.0,nano,21.92,1.25,"anne_bebek,oyuncak_hobi,evcil_hayvan","punch,yenidoğan,hediye,keşfet,keşfetteyiz,yılbaşı,isimliyastık,bebek,dekor,punchneedle",creator,0.85,1.5,0.0,0.0
graffireallylike,profile_scrape,scrape_1776872304.json,12,600.0,nano,54.0,1.33,taki_aksesuar,"graffitiberlin,dff,dffcrew,ghee,gheegraffiti,berlingraffiti,1263,1263crew,wds,wdscrew",creator,0.75,1.0,0.0,0.0
grimm_jowtv,profile_scrape,scrape_1776872304.json,7,41.0,nano,5.43,0.57,"otomotiv,oyuncak_hobi","mlb,thehobby,whitesox,hobby,cardscollection,baseball,goat,mets,baseballcards,collector",creator,0.75,1.0,0.0,0.0
guilhermecontador_,profile_scrape,scrape_1776872304.json,12,2944.0,nano,110.08,13.42,oyuncak_hobi,"tbt,mei,simplesnacional,empreendedorismo,fut,hobby,taxpratico,summitfiscal,reformatributária,irpf2026",creator,0.75,1.0,0.0,0.0
gul_sevle,profile_scrape,scrape_1776869679.json,11,1020917.0,mega,-1.0,212.18,yemek_mutfak,"tarif,foodies,yemek,lezzet,liege,foodblogger,kuşkonmaz,kultur,cheflife,delicious",creator,0.73,0.9,0.3,0.4
gulhanersahin2,profile_scrape,scrape_1776937691.json,12,693.0,nano,38.83,3.0,"egitim_kariyer,evcil_hayvan","canva_tr,canva,eğitimiçincanva,egitimicincanva,Eskişehir,YEĞİTEK,CanvaEğitimi,YapayZeka,mebyegitek,canvatürkiye",creator,0.83,1.4,0.0,0.0
gull.vlog,profile_scrape,scrape_1776872304.json,12,10239.0,micro,14994.33,30.25,yemek_mutfak,"keşfet,aşk,keşfetteyizzz,kesfet,keşfett,instamood,reelsviralvideo,bebeğim,iftar,ramazan",creator,0.83,1.4,0.0,0.0
gzde_ayazz,profile_scrape,scrape_1776937104.json,12,443.0,nano,38.92,2.58,genel,"keşfetteyiz,kişiselgelisim,girişimci,hayaller,girisim,kariyergelişimi,keșfetteyiz,keșfetteyim,pesetme,birgün",creator,0.75,1.0,0.0,0.0
haciogullariavm,profile_scrape,scrape_1776936742.json,12,1268.0,nano,24.83,0.5,genel,"hacıoğullarıavm,oğuzhanhacıoğulları,hacıoğulları,osmancık,çorum,türkiye,keşfet,keşfetteyiz,öneçıkar,oyuncak",creator,0.75,1.0,0.0,0.0
hafstory.sk,profile_scrape,scrape_1776936742.json,12,248.0,nano,47.42,1.5,"evcil_hayvan,egitim_kariyer,kitap_kultur","hafstory,education,dog,reading,booklover,autismawareness,autism,#booklover,easter",creator,0.93,1.9,0.0,0.0
hamarat.eller.25.35,profile_scrape,scrape_1776937266.json,2,39.0,nano,22.0,1.0,yemek_mutfak,"evyapımı,baklava,sipariş,anneeli,mutfak,evyemekleri,kete,düğünyemeği,organikyemek,cevizlibaklava",creator,0.83,1.4,0.0,0.0
hamilelik.annelik,profile_scrape,scrape_1776869679.json,12,10966.0,micro,598.42,2.5,"anne_bebek,evcil_hayvan,taki_aksesuar","hamilelik,gebelik,annebebek,hamileanneler,trimester,hamileanneadayları,anneyizbiz,gebeliktakibivedoğum,aile,erkekbebek",creator,0.85,1.5,0.0,0.0
hamilelikveanne,profile_scrape,scrape_1776869436.json,6,79656.0,micro,7794.17,43.67,"anne_bebek,evcil_hayvan","anne,hamilelik,bebek,hamile,lohusa,keşfet,gebelik,dua,annebebek,bebeklehayat",creator,0.75,1.0,0.0,0.0
hardline.iq,profile_scrape,scrape_1776936742.json,12,3865.0,nano,107.08,19.17,"teknoloji,oyun_espor","هاردلاين_ستور,RGBKeyboard,كيبورد_ميكانيكي,IMICE_GK160,ArabicKeyboard,MechanicalKeyboard,AssassinsCreed,Altair,ActionFigure,مجسمات",creator,0.75,1.0,0.0,0.0
hati_cehomm,profile_scrape,scrape_1776937266.json,12,1396.0,nano,24.25,2.17,evcil_hayvan,"huzur,kedi,mutluluk,catlove,güven,sadakat,gece,keyif,gunbatimi,anlar",creator,0.75,1.0,0.0,0.0
hemsireeannegunlugu,profile_scrape,scrape_1776936742.json,12,2958.0,nano,68.75,12.33,"anne_bebek,evcil_hayvan","annebebek,bebekbakımı,temiziçerik,bebek,yenidoğan,babynest,bebekyatağı,bebekyatakları,pişikönleyici,pisikkremi",creator,0.85,1.5,0.0,0.0
hobby_prive,profile_scrape,scrape_1776936742.json,12,32.0,nano,3.83,0.0,"yemek_mutfak,kitap_kultur","patchwork,kırkyama,çanta,tabletkılıfı,kitapkılıfı,iğneoyası,oya,çaykeyfi,bardakaltligi,kahve",creator,0.83,1.4,0.0,0.0
huaico.gato,profile_scrape,scrape_1776937104.json,12,1072.0,nano,725.0,13.75,evcil_hayvan,"catlover,catsofinstagram,catstagram,humor,luna,artemis2,MisionLunita,MichisEnLaLuna,PijamadaEspacial,cats_of_instagram",creator,0.85,1.5,0.0,0.0
humanistic_wellness,profile_scrape,scrape_1776937266.json,12,67.0,nano,1.75,1.67,anne_bebek,"modernmotherhood,foundationalwellness,millennialmom,momsofinstagram,mompreneur,simplewellness,millennial,chronicillness,holisticwellness,wellnesscoach",creator,0.75,1.0,0.0,0.0
icefoxonline,profile_scrape,scrape_1776872304.json,12,42.0,nano,4.83,0.83,"anne_bebek,moda_yasam,evcil_hayvan","yenidoğan,bebekgiyim,hastaneçıkışı,bebekalışverişi,müslin,annelikhalleri,anne,keşfetteyiz,çocukmodası,annebebek",creator,0.93,1.9,0.0,0.0
ikkiturkiye,profile_scrape,scrape_1776937431.json,12,43.0,nano,0.67,0.08,"otomotiv,finans_is","eticaret,girişimcilik,onlineiş,satış,ikki,ikkinet,onlinesatis,girisimcilik,eticaretsitesi,onlinesatış",creator,0.75,1.0,0.0,0.0
imran.memon15,profile_scrape,scrape_1776937266.json,12,142.0,nano,12.08,0.33,genel,"KSE100,PSX,kse100index,kse100_index,kse100_closing,morning,Greeting,Prayers,OpulenAdvisory,Memon15",creator,0.75,1.0,0.0,0.0
info.tinyva,profile_scrape,scrape_1776937266.json,12,6.0,nano,0.08,0.83,"anne_bebek,otomotiv,guzellik_kozmetik","TinyVa,BabyCare,BabyEssentials,BestPriceBD,BabySkincare,foryouシ,foryoupageシ,foryoupagereels,fypシ,fypviralシ",creator,0.93,1.9,0.0,0.0
insigniask_tr,profile_scrape,scrape_1776869436.json,6,9837.0,nano,1349.83,69.67,otomotiv,"opel,insigniask_tr,insignia,erzurum,keşfet,opeltürkiye,popcorn,tunnel,warex,stability",creator,0.75,1.0,0.0,0.0
intothemezcoverse,profile_scrape,scrape_1776872304.json,12,2324.0,nano,58.75,6.5,"oyuncak_hobi,otomotiv,guzellik_kozmetik","toyphotography,photographer,extremesets,acba,bts,hfigs,articulatedcomicbookart,sixinchlegends,ytgpicbar,raw_toys",creator,0.83,1.4,0.0,0.0
ishaan_international_school,profile_scrape,scrape_1776937431.json,12,2238.0,nano,130.75,2.5,"evcil_hayvan,egitim_kariyer,finans_is","school,education,seminar,kids,ishaaninternationalschool,viral,kindergarten,viralvideos,students,finance",creator,0.83,1.4,0.0,0.0
itssyamaan,profile_scrape,scrape_1776936742.json,12,896.0,nano,204.0,9.5,"anne_bebek,evcil_hayvan","keşfetteyim,yenidoğan,baby,oğlum,keşfet,bebek,prematüre,annelik,40uçurma,anne",creator,0.85,1.5,0.0,0.0
jean_exclusividad,profile_scrape,scrape_1776869679.json,10,1808.0,nano,1.5,0.2,"moda_yasam,fitness_saglik","outfit,adidas👟,nike,underarmor,asics,gym",creator,0.77,1.1,0.3,0.0
k3studiosae,profile_scrape,scrape_1776937266.json,12,22.0,nano,3.25,0.58,finans_is,"دبي,الامارات,تطبيقات,تسويق,dubai,برمجة,اعمال,مشاريع,startup,uae",creator,0.75,1.0,0.0,0.0
kahvekoliklady,profile_scrape,scrape_1776872304.json,12,3380.0,nano,60.92,54.67,yemek_mutfak,"coffee,coffeetime,kahve,manzaranıngüzelliği,manzara,gözleme,turkishfood,reklamdeğildir,türkkahvesi,turkishcoffee",creator,0.83,1.4,0.0,0.0
kahvemvekeyfi_,profile_scrape,scrape_1776872304.json,10,7127.0,nano,237.3,18.4,"yemek_mutfak,moda_yasam,anne_bebek","reklamyok,kahvesunumları,kahve,anıyakalamak📷,dekoratifobjeler,kesfet,sunummasasi,keşfet,instagood,sunumaşkı",creator,0.83,1.4,0.0,0.0
kaligraficik,profile_scrape,scrape_1776937104.json,9,1071.0,nano,64.89,3.56,"dekorasyon_mobilya,taki_aksesuar","kaligrafi,kesfet,tasarım,girişim,geri̇taki̇p,kadingirisim,girisim,calligraphy,işletme,design",creator,0.75,1.0,0.0,0.0
kampuskocu,profile_scrape,scrape_1776868726.json,8,116.0,nano,5.5,1.75,genel,"yks,tyt,ayt,2026yks,ösym",creator,0.75,1.0,0.0,0.0
kapadokyayapayzekazirvesi,profile_scrape,scrape_1776936742.json,12,332.0,nano,48.5,4.75,"guzellik_kozmetik,teknoloji,otomotiv","yapayzeka,KapadokyaYapayZekaZirvesi,AI2026,DijitalDönüşüm,Teknoloji,Girişimcilik,Kappadokya,zirve,kapadokyayapayzekazirvesi,ai",creator,0.83,1.4,0.0,0.0
karaglassstudio,profile_scrape,scrape_1776936742.json,7,36.0,nano,17.43,1.29,finans_is,"karaglassstudio,startuptürkiye,sürdürülebilirlik,girisim,surdurulebilirlik,startup,geridönüsüm,farkındalıik,atık,çevrebilinci",creator,0.75,1.0,0.0,0.0
kattantkonyvkucko,profile_scrape,scrape_1776869679.json,11,1542.0,nano,55.27,8.73,"otomotiv,kitap_kultur","reels,bookstagram,hungary,video,happiness,woman,booklover,happy,sajátgondolat,dailypost",creator,0.75,1.0,0.0,0.0
kilotakip,profile_scrape,scrape_1776869679.json,10,74037.0,micro,1250.0,48.9,"oyuncak_hobi,yemek_mutfak","diyet,sağlıklıbeslenme,tarif,glutensiz,viral,sağlıklıtarifler,diyetgünlüğü,diyetteyim,diyetteyiz,sağlıklıyaşam",creator,0.77,1.1,0.0,0.0
kinebaveterinerklinigii,profile_scrape,scrape_1776937691.json,12,2230.0,nano,308.17,1.75,genel,"veterinerkliniği,veterinerhekim,kedi,kediaşkı,veterinerhekimi,kediaşktır,beniöneçıkart,veterinerklinigi,kastrasyon,kısırlaştırma",creator,0.75,1.0,0.0,0.0
kingdoms__at__war,profile_scrape,scrape_1776937266.json,4,37.0,nano,5.75,0.0,"oyun_espor,oyuncak_hobi","boardgame,colamminds2026,fantasy,fun,medieval,strategygame",creator,0.75,1.0,0.0,0.0
kirintisimitkafe,profile_scrape,scrape_1776937691.json,12,390.0,nano,16.25,0.25,genel,"şekerpare,boyoz,izmirlezzeti,kahvalti,taze,baklava,soğuk,soğukbaklava,simitpoğaça,kahvaltı",creator,0.75,1.0,0.0,0.0
