username,source_type,source_file,posts,followers,follower_segment,avg_likes,avg_comments,categories,top_hashtags,account_type,account_confidence,creator_score,business_score,media_score
rocdz_,profile_scrape,scrape_1776936742.json,12,1202756.0,mega,47570.0,23469.75,"oyun_espor,teknoloji","republic_of_computer,gaming,graphic_design,laptops,games,alger,hp,lenovo,dell,asus",creator,0.71,0.8,0.0,0.0
roksanakarasiewicz,profile_scrape,scrape_1776937266.json,5,2725.0,nano,92.0,9.4,"otomotiv,guzellik_kozmetik,anne_bebek","girl,me,lovemylife,photo,momlife,family,pregnant,photooftheday,happy,summer",creator,0.83,1.4,0.0,0.0
rosa_beauty___1,profile_scrape,scrape_1776868866.json,6,152.0,nano,1.17,0.0,"guzellik_kozmetik,otomotiv","explore,skincare,skincareproducts,girls,fyp,larocheposay,sunscreen,sunscream,sunscreeneveryday,ugc",creator,0.87,1.6,0.0,0.0
rotasizhayatlr,profile_scrape,scrape_1776872304.json,12,5750.0,nano,556.0,26.5,"yemek_mutfak,seyahat_gezi,oyuncak_hobi","diyarbakır,seyahat,rota,gezi,mardin,yemek,gezgin,midyat,harita,daraantikkenti",creator,0.83,1.4,0.0,0.0
russian_cream78,profile_scrape,scrape_1776937431.json,12,54.0,nano,8.33,0.5,"evcil_hayvan,egitim_kariyer","cat,explore,pet",creator,0.83,1.4,0.0,0.0
sabine.xoxo_,profile_scrape,scrape_1776937104.json,12,3251.0,nano,37.0,8.42,"evcil_hayvan,fitness_saglik,yemek_mutfak","catmom,catlover,bkh,purrfectcafé,coffeedate,foodinspirations,catlove,brownieballs,highprotein,proteinballs",creator,0.77,1.1,0.0,0.0
saglikci_sayfasi,profile_scrape,scrape_1776937104.json,12,35476.0,micro,21429.67,32.08,"anne_bebek,oyuncak_hobi","doktor,hemşire,ebe,paramedik,att,anestezi,laborant,radyoloji,nurse,doctor",creator,0.75,1.0,0.0,0.0
sal.paws,profile_scrape,scrape_1776869679.json,11,57.0,nano,5.45,0.18,"evcil_hayvan,otomotiv,finans_is","petservices,petcare,dog,doggrooming,dogservice,collie,akita,lovedoggrooming,DogGroomer,business",creator,0.85,1.5,0.0,0.0
samriddhisdiary,profile_scrape,scrape_1776872304.json,12,8676.0,nano,216.42,63.08,finans_is,"startup,strategicthinking,mba,businesshacks,businessmodel,student,achivement,greathings,viralbrand,iceframework",creator,0.75,1.0,0.0,0.0
saninbabybutik,profile_scrape,scrape_1776937431.json,12,54.0,nano,3.25,0.0,"anne_bebek,moda_yasam,evcil_hayvan","bebekmodası,bebekgiyim,keşfetteyiz,kaliteliürün,uygunfiyat,bebekstili,yenidoğanalışverişi,hamile,bebekanneleri,cicibebek",creator,0.93,1.9,1.2,0.0
sartino.italy,profile_scrape,scrape_1776868726.json,8,56.0,nano,-1.0,0.0,moda_yasam,"erkekgiyim,menswear,casual,kombin,tarz",creator,0.77,1.1,0.3,0.0
sassy.aken,profile_scrape,scrape_1776868866.json,6,1.0,nano,1.5,0.0,"ev_yasam,egitim_kariyer","iphone17promax,instagrammers,xoxo💋,happyday,viralreels,lovemesomeme,BeachVibes,GoldenHour,OceanMood,SummerGlow",creator,0.83,1.4,0.0,0.0
satya.khadka_,profile_scrape,scrape_1776872304.json,8,4326.0,nano,169.75,18.38,moda_yasam,"explore,fyp,post,trending,fyb,navratri,ootd,trendingnow,outfit,mountain",creator,0.93,1.9,0.0,0.0
scholarship.plz,profile_scrape,scrape_1776869679.json,11,7.0,nano,1.55,0.0,"egitim_kariyer,ev_yasam","studywithme,studygram,studymotivation",creator,0.93,1.9,0.0,0.0
sciencewithjahir,profile_scrape,scrape_1776790071.json,7,179486.0,mid,1148.43,9.71,"ev_yasam,egitim_kariyer","physics,science,sciencewithjahir,studygram,inertia,learnphysics,electricity,magnetisme,ohm,scientist",creator,0.73,0.9,0.0,0.0
scooter.n.friends,profile_scrape,scrape_1776790071.json,1,1764.0,nano,43.0,4.0,"evcil_hayvan,egitim_kariyer","cat,catsofnyc,catlover,catsofinstagram,mewyork",creator,0.93,1.9,0.0,0.0
selinle.ailevecocuk,profile_scrape,scrape_1776869679.json,12,14347.0,micro,424.67,2.17,genel,"cocukgelisimi,ebeveynlik,çocukgelişimiveeğitimi,sporcuebeveyni,sporcuebeveyniolmak,futbol,çocukgelişimi,kahramanmaras,ailedanışmanı,çocukgelişimci",creator,0.75,1.0,0.0,0.0
senizmutfak,profile_scrape,scrape_1776869679.json,11,35212.0,micro,145.36,190.91,yemek_mutfak,"keşfet,nefisyemektarifleri,bayram,kurbanbayramı,düzen,düzeniseviyorum,kaşıksalatası,fypシ,malatya,fyp",creator,0.93,1.9,0.0,0.0
sergio.valencia.r,profile_scrape,scrape_1776790071.json,3,1021.0,nano,16.0,0.0,"fitness_saglik,moda_yasam","bodybuildierlifestyle,muscle,fitness,fitnessnutrition,fitnesslife,motivaciongym,fitnessmotivation,fitnessworld,fitnessstyle,nevergiveup",creator,0.77,1.1,0.0,0.0
sevilayovali,profile_scrape,scrape_1776937104.json,12,1273.0,nano,21.58,0.17,"yemek_mutfak,evcil_hayvan","aşkla,sepet,dolusu,saglikliyasam,sagliklibesleniyorum,doğalyumurta,kendimlebaşbaşa,birkahve,kahvezamanı,kahvesözleri",creator,0.77,1.1,0.0,0.0
sevilennmutfakk,profile_scrape,scrape_1776868726.json,8,5216.0,nano,213.5,21.75,yemek_mutfak,"keşfetteyiz,tatlıtarifleri,kurabiye,damlaçikolatalıkurabiye,kolaytarif,pratiktarifler,reels,ekler,pratiktatlılar,yemek",creator,0.93,1.9,0.0,0.0
sevvalb.s,profile_scrape,scrape_1776936742.json,12,1078.0,nano,229.75,13.42,egitim_kariyer,"fyp,kesfetteyiz,beniöneçikart,yks,reklam,keșfet,studywithme,kesfet,isbirligi,keşfet",creator,0.83,1.4,0.0,0.0
shai.learns.japanese,profile_scrape,scrape_1776936742.json,12,2406.0,nano,123.58,6.58,"egitim_kariyer,ev_yasam","fyp,studygram,japanese,notsponsored,viral,study,learnjapanese,JapaneseLearning,TobiraTextbook,StudygramSpotlight",creator,0.93,1.9,0.0,0.0
sharedworldnews,profile_scrape,scrape_1776937431.json,12,18.0,nano,0.92,1.0,evcil_hayvan,"Dünya,SosyalMedya,Doğumİzni,TBMM,Güvenlik,İsrail,Gündem,AralGolu,Cevre,Kazakistan",creator,0.85,1.5,0.0,1.4
shixuexi,profile_scrape,scrape_1776790071.json,8,67.0,nano,16.12,0.0,"egitim_kariyer,ev_yasam","study,studygram,studyaccount,studychinese,studyinspiration,studyvlog,studywithme,studymotivation",creator,0.93,1.9,0.0,0.0
shushucum,profile_scrape,scrape_1776936742.json,12,348.0,nano,44.42,8.0,yemek_mutfak,"reklam,lezzet,mutfak,tarif,kahve,muffin,kek,yemektarifleri,bazlamatarifi,nefisyemektarifleri",creator,0.93,1.9,0.0,0.0
sikhi_pedia01,profile_scrape,scrape_1776937266.json,12,2.0,nano,0.17,0.17,"moda_yasam,ev_yasam,seyahat_gezi","lifestyle,SikhRiders,facebook,viral,FBlifestyle,usa,SikhKirtan,Waheguru,SikhHistory,Legacy",creator,0.83,1.4,0.0,0.0
siliconbeachstories,profile_scrape,scrape_1776936742.json,12,57.0,nano,14.0,0.08,finans_is,"entrepreneur,startup,india,trending,bestoftheday,trendingnow,post,story,festival,motivation",creator,0.75,1.0,0.0,0.0
sinaptikbosluuk,profile_scrape,scrape_1776790071.json,2,5.0,nano,3.0,0.0,"egitim_kariyer,ev_yasam","studywithme,studygram,studynotes,yksnotlari,dersnotlarim",creator,0.93,1.9,0.0,0.0
sinem.direkk,profile_scrape,scrape_1776869679.json,8,1409.0,nano,30609.62,21.0,"anne_bebek,otomotiv","keşfetteyiz,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,wedding,reels,fypppppppppppppppシ゚viral,kesfet,bebek,kesfetteyiz,düğün,düğünfotoğrafçısı",creator,0.75,1.0,0.0,0.0
sinemuzunbeslenme,profile_scrape,scrape_1776937104.json,12,1316.0,nano,33.67,2.5,guzellik_kozmetik,"sinemuzunbeslenme,sağlık,keşfetteyim,keşfetteyiz,kesfet,kesfetteyiz,tv,girişimcilik,farkındalık,LifeAndBeautyMag",creator,0.83,1.4,0.0,0.0
siskonyazilimveotomasyon,profile_scrape,scrape_1776937104.json,12,1076.0,nano,37.92,0.0,"otomotiv,taki_aksesuar","Siskon,Yazilim,Otomasyon,MakesYourFactorySmarter,Digital,Cloud,Software,Manufacturing,Tailormade,IoT",creator,0.75,1.0,0.0,0.0
skinnyskinnypankokitty,profile_scrape,scrape_1776869777.json,6,5801.0,nano,187.5,2.17,"evcil_hayvan,egitim_kariyer","panko,cat,cats,catmemes,memes,meme,meow,kitty,kittycat,lol",creator,0.83,1.4,0.0,0.0
solay_skincare,profile_scrape,scrape_1776869679.json,10,319.0,nano,19.4,7.4,"guzellik_kozmetik,otomotiv","solay,skincare,serum,cream,glow,glow⁩⁩,glow⁩",creator,0.95,2.7,0.0,0.0
sscaieeee,profile_scrape,scrape_1776869679.json,12,,unknown,1.17,0.0,"guzellik_kozmetik,otomotiv","fyp,sunscreen,masukberandafypシ゚,parfum,skincare,trending,toner,masuk,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,skincareroutine",creator,0.73,0.9,0.0,0.0
staffen_ali,profile_scrape,scrape_1776872304.json,12,3879.0,nano,-1.0,33.58,"oyuncak_hobi,otomotiv","lego,legominifigures,toyphotography,legophography,marvelstudios,legophotography,legofan,jurassicpark,kesfet,legomania",creator,0.75,1.0,0.0,0.0
stillsamewith_april,profile_scrape,scrape_1776869679.json,4,3.0,nano,1.0,0.0,"ev_yasam,egitim_kariyer","jlpt,studygram,nihongo,polyglot",creator,0.93,1.9,0.0,0.0
studio_only,profile_scrape,scrape_1776868726.json,8,4355.0,nano,1.88,2.25,"fitness_saglik,evcil_hayvan,taki_aksesuar","yoga,barre,pilates,fitness,hotyoga,spring,workout,toneitup,love,namaste",creator,0.95,2.1,0.3,0.0
studio_scrap_,profile_scrape,scrape_1776868726.json,8,9917.0,nano,279.25,1.38,ev_yasam,"studioscrap,scrapbookingturkey,🇺🇦,itdcollectionturkiye,itdcollection,scrapbookingturkiye,🇹🇷,kesimaparati,scrapbook,kirtasiye",creator,0.75,1.0,0.0,0.0
studiopari.co,profile_scrape,scrape_1776937104.json,6,134.0,nano,-1.0,1.5,"oyuncak_hobi,evcil_hayvan,anne_bebek","anneler,1yaş,nişanhediyeliği,düğünhediyeliği,kınahediyeliği,sözhediyeliği,nikahşekeri,dogumhediyeligi,babyshowerhediyelik,yenidogan",creator,0.85,1.5,0.0,0.0
studyconkris,profile_scrape,scrape_1776869679.json,6,649.0,nano,40.5,0.83,"egitim_kariyer,ev_yasam,evcil_hayvan","studygram,explorepage,chile,paes,psu,explore,nurse,medicina,PAES,ptu",creator,0.93,1.9,0.0,0.0
stuntmanbrick,profile_scrape,scrape_1776868726.json,8,23450.0,micro,1153.62,13.88,"oyuncak_hobi,ev_yasam,otomotiv","lego,movies,starwars,phantommenace,tradingcards,collectibles,comedy,homealone,hotrod,2000s",creator,0.75,1.0,0.0,0.0
subhamsocial,profile_scrape,scrape_1776937266.json,12,399.0,nano,23.42,0.75,"otomotiv,egitim_kariyer","careerguidance,career,careeropportunities,careergoals,youngminds,socialimpact,careergrowth,careeradvice,careerawareness,self",creator,0.83,1.4,0.0,0.0
success_academy_portugal,profile_scrape,scrape_1776868866.json,6,167.0,nano,6.17,2.0,"egitim_kariyer,ev_yasam,finans_is","SuccessAcademy,ExamPrep,BusinessStudies,StudyGram,StudentSuccess,ALevels,ExamSeason,StudyInspiration,AcademicExcellence,YouGotThis",creator,0.93,1.9,1.5,0.0
suruchi_todankar,profile_scrape,scrape_1776872304.json,12,3831.0,nano,695.08,57.5,genel,"instgram,instagrampost,instagramlike,instalike,beach,beachvibes🌊,traditionalwears,marathimulgi,instamoment,sarre",creator,0.75,1.0,0.0,0.0
talihaninmutfagi,profile_scrape,scrape_1776869679.json,11,21110.0,micro,-1.0,26.36,yemek_mutfak,"mutfakgram,sunumönemlidir,turkishfood,tarif,tarifler,pilav,nefisgram,sütlütatlılar,yummy,lezzet",creator,0.77,1.1,0.0,0.0
tariffdefterinizzz,profile_scrape,scrape_1776869436.json,6,257228.0,mid,304.83,2.33,yemek_mutfak,"tarif,yemek,sarıyer,sarıyerböreği,elaçmasıbörek,börektarifleri,kıymalıbörek,keşfet,recipe,katmer",creator,0.95,2.2,0.3,0.0
tarihdukkani_,profile_scrape,scrape_1776790071.json,1,68.0,nano,11.0,0.0,egitim_kariyer,"ayt,tyt,ayt2026,tyt2026,ayttarih,tyttarih,aytsoruları,tytsoruları,sinav,sınav",creator,0.83,1.4,0.0,0.0
technix_legocar,profile_scrape,scrape_1776936742.json,8,21.0,nano,4.25,0.0,"oyuncak_hobi,otomotiv,teknoloji","legocar,lego,legof1,legof1car,legocars,techniccar",creator,0.75,1.0,0.0,0.0
telefonhub_,profile_scrape,scrape_1776936742.json,7,13.0,nano,4.0,0.0,"teknoloji,taki_aksesuar","telefonhub,telefoncu,telefondukkani,girişimci,mobilservis,yazilim,teknoloji,turkiyeesnaf,iphone,samsung",creator,0.75,1.0,0.0,0.0
telve_i_letaif,profile_scrape,scrape_1776790071.json,6,163.0,nano,19.0,0.5,yemek_mutfak,"kahvelisözler,kahveligünler,kahve,telvesiumutköpüğühuzurolsun,keşfetteyiz🙏🏻✔️🙏🏻⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣*⃣",creator,0.83,1.4,0.0,0.0
telveli.kahvem68,profile_scrape,scrape_1776937266.json,12,5381.0,nano,556.67,24.42,yemek_mutfak,"viral,kahve,reelitfeelit,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,keşfetteyim,keşfet,reelsinstagram,keşfetteyiz,fyp,bacım",creator,0.83,1.4,0.0,0.0
teodora.dan,profile_scrape,scrape_1776872304.json,12,132255.0,mid,1103.83,37.92,"moda_yasam,otomotiv","fyp,outfit,cinderellascloset,instagram,dubai,photo,ramadan,abaya,tweed,vanilla",creator,0.73,0.9,0.0,0.0
terapiilmeklerr,profile_scrape,scrape_1776869679.json,8,1244.0,nano,27.88,23.12,genel,"amigurumi,short,ayıwinnie,kesfetedüs,shorts,terapiilmekler,kedi,keşfet,shortshifter,çanta",creator,0.75,1.0,0.0,0.0
teras.cafe.bistro,profile_scrape,scrape_1776937691.json,9,37.0,nano,7.44,0.0,genel,"teras,nefis,manzara,serpme,cafe,menu,leziz,muratpasadeniz,deniz,gunbatımı",creator,0.75,1.0,0.0,0.0
the.sayan10_,profile_scrape,scrape_1776937431.json,7,1176.0,nano,27458.71,127.57,"evcil_hayvan,taki_aksesuar","udaipur,Number10,explore,trendingnow,amazing,ShadowSelfie,jewelry,yenidogan,Introspection",creator,0.85,1.5,0.0,0.0
theazurcat,profile_scrape,scrape_1776868726.json,8,134.0,nano,8.75,0.5,"evcil_hayvan,egitim_kariyer,taki_aksesuar","ragdoll,cat,ragdollcat,blueeyes,catlover,ragdolcatslover,beautifulragdoll,catlife,catgarden,cutecat",creator,0.93,1.9,0.0,0.0
theinvestorsassociation,profile_scrape,scrape_1776936742.json,12,1011.0,nano,30.83,0.42,"finans_is,egitim_kariyer,otomotiv","finance,TIA,FAU,Finance,financecareers,EnergyTrading,QuantTrading,MachineLearning,PowerMarkets,Arbitrage",creator,0.83,1.4,0.3,0.0
threegotr,profile_scrape,scrape_1776937691.json,8,56.0,nano,8.0,0.12,genel,"THREEGO,KuryeHizmeti,Kurye,İlkadım,Restoran,EsnafKurye,Canik,Atakum,Samsun,Teslimat",creator,0.75,1.0,0.0,0.0
tiger_batman_yorkieboys,profile_scrape,scrape_1776937691.json,12,7909.0,nano,24.33,189.33,genel,"zoe,batman,cavapoogirl,yorkieboy,Faiths7thsafari,adoptdontshop,tiger,sweetangel,runfreeinheaven,foreverinourhearts",creator,0.75,1.0,0.3,0.0
tiny.clubb,profile_scrape,scrape_1776936742.json,12,9265.0,nano,24.0,0.83,"anne_bebek,moda_yasam","bebekgiyim,çocukgi̇yi̇m,çoçukgiyim,bebektişört,bebekgiyimmodası,bebekpantolon,bebekkombin,bebekayakkabı,çocukgiyim",creator,0.77,1.1,0.0,0.0
tokengaymer,profile_scrape,scrape_1776869436.json,6,2000.0,nano,27.83,6.17,"oyun_espor,oyuncak_hobi,otomotiv","bgg,boardgames,gamedesign,gamedesignunboxed,gamedesigntip,gamedesignadvice,tabletopgames,behindthelensgame,kickstartergame,boardgame",creator,0.75,1.0,0.0,0.0
tomh.p,profile_scrape,scrape_1776872304.json,12,121391.0,mid,4379.75,14.83,otomotiv,"tomhp,liveupload,dreamcar,millionairecars,cargoal,automotivephotography,dreamcars,Ferrari,MontereyCarWeek,supercars",creator,0.71,0.8,0.0,0.0
tonyriccio_bricks,profile_scrape,scrape_1776936742.json,12,5810.0,nano,194.33,14.75,"oyuncak_hobi,otomotiv,moda_yasam","photooftheday,lego,bricks,Best,VoteNow,Lego,Minifigures,photography,SupermanDay,superman",creator,0.83,1.4,0.0,0.0
toribridgwaters,profile_scrape,scrape_1776789429.json,3,56.0,nano,8.33,0.67,"ev_yasam,fitness_saglik,dekorasyon_mobilya","clean,ecofriendly,cleaning,home,athlete,mobility,movement,health",creator,0.83,1.4,0.0,0.0
toscanoracing,profile_scrape,scrape_1776790071.json,6,2094.0,nano,80.67,2.17,otomotiv,"vallelunga,legendcars,toscanoracing,shamotorsport,motorsport,fxracing,roma,gridwalk,supersport,legendcarsitalia",creator,0.75,1.0,0.0,0.0
tsukialeigh,profile_scrape,scrape_1776868726.json,8,53.0,nano,0.88,1.0,"egitim_kariyer,ev_yasam","learnjapanese,japaneselearning,studyingjapanese,jlpt,langstudy,languagelearning,studygram,languagejournal,studyinjapan,日本語",creator,0.93,1.9,0.0,0.0
tuecoffee.tr,profile_scrape,scrape_1776869436.json,6,345.0,nano,46.83,0.0,yemek_mutfak,"tuecoffee,coffeetime,kahve,tatli,istanbul,kafe,tueye,ızgarasebze,sağlıklısandviç,lezzetlimola",creator,0.83,1.4,0.0,0.0
tugceergisi,profile_scrape,scrape_1776787644.json,1,,unknown,0.0,0.0,genel,,creator,0.71,0.8,0.0,0.0
turkmen_kiyafet,profile_scrape,scrape_1776936742.json,6,22.0,nano,7.33,1.5,"moda_yasam,anne_bebek,evcil_hayvan","modafashion,instagram,terzi,kıyafet,alışveriş,sarı,bebekgiyim,trending,viral,explorepage",creator,0.83,1.4,0.0,0.0
udrescueduard,profile_scrape,scrape_1776937431.json,12,2866.0,nano,121.92,8.42,finans_is,"90dayrun,networkmarketing,rs90,business,eduardudrescu,risingstars,imprenditoria,networkmarketi̇ng",creator,0.75,1.0,0.3,0.0
ugc.rachaelb,profile_scrape,scrape_1776790071.json,7,107.0,nano,9.86,0.57,"guzellik_kozmetik,otomotiv","ugc,ugccreator,ugccommunity,ugcexample,skincare,ugcjourney,serum,2026goals,trending",creator,0.95,3.2,0.0,0.0
undemircraft,profile_scrape,scrape_1776937431.json,12,76.0,nano,2.0,0.08,genel,"ÜndemirCraft,Sticker,davetiye,kişiyeözeltasarım,undemircraft,ündemircraft,Davetiye,Etiket,düğündavetiye,nişandavetiye",creator,0.75,1.0,0.0,0.0
upscalerts,profile_scrape,scrape_1776936742.json,12,221682.0,mid,47182.0,145.58,finans_is,"india,economy,politics,upscalerts,babaramdev,rupee,currency,chardham,kedarnath,badrinath",creator,0.71,0.8,0.0,0.0
urunyacom,profile_scrape,scrape_1776937266.json,12,440.0,nano,42.08,2.17,"anne_bebek,moda_yasam,oyuncak_hobi","bebek,organikbebek,annebebek,bebekgiyim,urunya,bebekmodasi,bebekkiyafet,yenidogan,bebekalisverisi,bebekhediye",creator,0.93,1.9,0.0,0.0
uzm.dr.zivareldarova,profile_scrape,scrape_1776869679.json,11,22304.0,micro,3530.45,35.55,otomotiv,"uzmanginekoloqzivəreldarova,ginekoloq,japan,sakura,osaka,hamiləlik,keysəriyyə,cherryblossom,nara,kyoto",creator,0.75,1.0,0.0,0.0
vatandaslik_geneltekrar,profile_scrape,scrape_1776937691.json,12,973.0,nano,131.08,17.17,genel,"kpss,kpssgenelkültür,kpssgüncelbilgiler,kpssgüncel,kpssvatandaşlık,kpssanayasa,kpsslisans,kpssönlisans,kpssortaöğretim,kpssgeneltekrar",creator,0.75,1.0,0.0,0.0
vavbabytr,profile_scrape,scrape_1776936742.json,12,13946.0,micro,23.42,0.75,"anne_bebek,moda_yasam,evcil_hayvan","bebekgiyim,bebekmodası,bebekkombin,yenidoğanhediyesi,bebekmodasi,bebekpatiği,bebekbandanası,mevlütkıyafeti,salopettakım,annebebek",creator,0.87,1.6,0.3,0.0
vedanshkumar812,profile_scrape,scrape_1776937431.json,12,96.0,nano,34.5,7.5,genel,"viral,instagood,instagram,reels,foryou,followforfollowback,instamood,reelsinstagram,viralvideos,fyp",creator,0.75,1.0,0.0,0.0
veronellimakarna,profile_scrape,scrape_1776872304.json,12,60601.0,micro,249.67,1155.67,"yemek_mutfak,oyuncak_hobi","VeronelliMakarna,Makarna,Tarif,SağlıklıÖneriler,Oyun,Hediye,MakarnaTarifleri,Bakla,BaharatlıÇıtırMakarna,KelebekMakarna",creator,0.93,1.9,0.0,0.0
villainousitalia,profile_scrape,scrape_1776937104.json,12,2880.0,nano,202.83,8.42,"oyun_espor,oyuncak_hobi,otomotiv","disneyvillainous,villainous,ravensburger,ravensburgergames,disneyvillains,villainouscommunity,giocodatavolo,boardgame,filledwithfright,oogieboogie",creator,0.75,1.0,0.0,0.0
vipulmayavshi,profile_scrape,scrape_1776869777.json,1,1728.0,nano,314.0,12.0,genel,,creator,0.75,1.0,0.0,0.0
vitals.and.void,profile_scrape,scrape_1776868866.json,6,34.0,nano,2.5,0.0,"ev_yasam,egitim_kariyer","neetpg,btr,trendingreel,inicet,studygram,trendingnow,neetpg2026,corebtr,medstudent,fyp",creator,0.93,1.9,0.0,0.0
vodafonekocyigit,profile_scrape,scrape_1776937104.json,12,1104.0,nano,0.67,0.0,"yemek_mutfak,teknoloji,oyuncak_hobi","vodafone,5g,tarife,redbox,teknoloji,akillitelefon,kampanya,i̇ndirim,jbl,kulaklık",creator,0.77,1.1,0.3,0.0
voicesof_theoppressed,profile_scrape,scrape_1776936742.json,12,69300.0,micro,15931.0,111.25,anne_bebek,"fypage,fyp,patriarcado,capitalismo,fypp,decolonizeyourmind,parenting,coparenting,machismo,colonialismo",creator,0.75,1.0,0.0,0.0
volateality,profile_scrape,scrape_1776872304.json,12,15780.0,micro,13888.08,61.25,"finans_is,yemek_mutfak","finance,financememes,investing,stock,investmentbanking,investmentbanking”​​​​​​​​​​​​​​​​,stocks,rizz,tariffs,trump",creator,0.93,1.9,0.0,0.0
woofiesrestonherndon,profile_scrape,scrape_1776937104.json,12,945.0,nano,15.58,1.58,"evcil_hayvan,otomotiv","woofies,woofiesrestonherndon,woofiesmobilepetspa,woofiespetcare,woofiesgrooming,woofiesmobilegrooming,woofiespetsitting,woofiesrescue,petgroomers,dogsofinstagram",creator,0.85,1.5,0.0,0.0
wymondhamcollege,profile_scrape,scrape_1776936742.json,12,3195.0,nano,130.25,0.25,evcil_hayvan,"wymondhamlife,monthofthemilitarychild,alumnispotlight,limblossawareness,limbdifferenceawareness,limbdifference,parliament,marietidball,positivechange,maircup",creator,0.75,1.0,0.0,0.0
yaprakdoener.remscheid,profile_scrape,scrape_1776937104.json,12,109.0,nano,31.42,0.67,oyuncak_hobi,"yaprakdönerremscheid,serpme,starkesteam,frühstück,kahvalti,müsterimemnuniyeti,acilis,liebe,Yaprakdöner,taze",creator,0.75,1.0,0.0,0.0
yazilimdaily,profile_scrape,scrape_1776937691.json,5,38.0,nano,44.0,3.6,"guzellik_kozmetik,otomotiv","software,yazilim,yapayzeka,yazılım,code,ai,disiplin,kesfet,frontend,developer",creator,0.83,1.4,0.0,0.0
yazilimgezegenii,profile_scrape,scrape_1776936742.json,12,117163.0,mid,3176.17,44.92,genel,"yazılım,yazılımmühendisliği,yazilim,yazilimgezegeni,software,softwareengineer,bilgisayarprogramcılığı,bilgisayarmühendisliği,bilgisayar,yazilimci",creator,0.71,0.8,0.0,0.0
yelken.akademi,profile_scrape,scrape_1776936742.json,2,329.0,nano,12.5,0.0,egitim_kariyer,"yks,sınav,yks2026,ykskoçluk,eğitimkoçu,YKS2026,YKSKoçluk,Yks,SınavHazırlık,EğitimKoçluğu",creator,0.83,1.4,1.2,0.0
yet.akademi,profile_scrape,scrape_1776872304.json,12,1654.0,nano,331.5,8.17,egitim_kariyer,"yks,tyt,yks2026,ayt,ösym,yks2025,kpss,2026tayfa,matematik,sınav",creator,0.83,1.4,1.2,0.0
yhcosmetologa,profile_scrape,scrape_1776868866.json,6,206.0,nano,8.5,0.0,"otomotiv,guzellik_kozmetik","SerumFacial,AcidoHialuronico,Niacinamida,VitaminaC,limpiezafacial,cabinaLED,Fototerapia,PielLuminosa,SinDolor,CentellaAsiatica",creator,0.83,1.4,0.0,0.0
yigitpetveteriner,profile_scrape,scrape_1776937104.json,12,1378.0,nano,34.75,1.33,genel,"kediler,yavrukedi,kedicikler,kedi,kitten,köpekler,köpek,yavruköpek,PUPPY,cockerspaniel",creator,0.75,1.0,0.0,0.0
yildizlarkulup,profile_scrape,scrape_1776872304.json,12,2194.0,nano,620.0,1.83,"anne_bebek,egitim_kariyer","kesfet,yks,kesfetteyiz,türkiye,lgs,sinav,keşfetteyiz,şehit,atatürk,egitim",creator,0.83,1.4,0.0,0.0
zehraca.blogum,profile_scrape,scrape_1776869777.json,2,1216.0,nano,106.0,2.0,genel,"nasihat,keşfetteyim,keşfetteyiz,keşfet,gönüldağıdizisi,dizi",creator,0.75,1.0,0.0,0.0
zeyyucarr,profile_scrape,scrape_1776872304.json,6,428.0,nano,22.33,9.83,"anne_bebek,ev_yasam,evcil_hayvan","keşfetteyim,baby,mom,annelik,reels,love,home,bebek,18ay,minikadam",creator,0.75,1.0,0.0,0.0
zonadedrs_,profile_scrape,scrape_1776872304.json,12,19006.0,micro,597.5,10.0,otomotiv,"motorsport,f1,brawngp,audif1team,gabrielbortoleto,miamigp,memes,astonmartin,wec,imolagp",creator,0.75,1.0,0.0,0.0
