username,component_id,source_type,source_file,posts,followers,follower_segment,avg_likes,avg_comments,categories,primary_category,top_hashtags,account_type,account_confidence,creator_score,business_score,media_score
1gezi_1kahve,1,profile_scrape,scrape_1776936742.json,12,12125.0,micro,1393.0,27.83,yemek_mutfak,yemek_mutfak,"keşfet,kaydetkesfeteduselim🙏🏻✔️🙏🏻⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣*⃣⃣,keşfetteyiz,fyp,kesfet,kahvesunumları,keşfetteyim,keşfetteyizzz,keşfetedüş,kahvekeyfi",creator,0.83,1.4,0.0,0.0
7.taetae,1,profile_scrape,scrape_1776937431.json,12,7165.0,nano,9.25,2.08,"ev_yasam,egitim_kariyer",ev_yasam,"공스타,공스타그램,공시생,study,studygram",creator,0.77,1.1,0.0,0.0
__m_arco____._,1,profile_scrape,scrape_1776937431.json,12,976.0,nano,52.58,51.0,"otomotiv,moda_yasam,anne_bebek",otomotiv,"explore,like,instagram,love,instagood,life,trending,style,viral,photography",creator,0.83,1.4,0.0,0.0
_echec_et_maths_,1,profile_scrape,scrape_1776868866.json,6,29923.0,micro,40.0,1.5,"ev_yasam,egitim_kariyer",ev_yasam,"physique,logarithme,formule,maths,tips,science,synthese,reussir,studygram,mathlovers",creator,0.77,1.1,0.3,0.0
aajjmale_,1,profile_scrape,scrape_1776872304.json,6,373.0,nano,113.0,1.67,"yemek_mutfak,ev_yasam,dekorasyon_mobilya",yemek_mutfak,"selflove❤️,womenempowerment,selfrespect,confidence,bollywoodmovie,food,foodie,homelyfood,home,comfortfood",creator,0.83,1.4,0.0,0.0
afacankirtasiye19,1,profile_scrape,scrape_1776868866.json,6,74.0,nano,3.0,0.0,"oyuncak_hobi,ev_yasam",oyuncak_hobi,"keşfetteyim,fyp,kirtasiye,keşfet,corum,toys,keşfetteyizzz,toy,bubbles,bubbler",creator,0.75,1.0,0.0,0.0
ahmetbulentcanli,1,profile_scrape,scrape_1776936742.json,12,95.0,nano,2.08,0.0,egitim_kariyer,egitim_kariyer,"yks,başakşehir,lgs,basaksehir,üniversitehazırlık,ykshazırlık,lisehazırlık,yks2026,lgs2026,tyt",creator,0.83,1.4,0.0,0.0
akash_singha_12,1,profile_scrape,scrape_1776937431.json,12,2458.0,nano,233.75,59.58,"finans_is,seyahat_gezi",finans_is,"assam,fypシ❤️💞❤️,likeback,supportmefrnds❤️__________________follow,zubeengarg,ａｓｔｈｅｔｉｃ,instamood,anand,duyf,dibrugarhuniversity",creator,0.75,1.0,0.0,0.0
alexadcloset,1,profile_scrape,scrape_1776872304.json,12,47802.0,micro,4889.5,14.08,guzellik_kozmetik,guzellik_kozmetik,"alexademie,alexademiecloset,alexademieedit,alexademiemakeup,euphoria",creator,0.83,1.4,0.0,0.0
aliwahxz,1,profile_scrape,scrape_1776869777.json,2,4004.0,nano,278.5,40.0,finans_is,finans_is,"hto,leads,money,business,personalbranding",creator,0.75,1.0,0.0,0.0
alphonse_the_british,1,profile_scrape,scrape_1776937431.json,8,5.0,nano,4.25,0.0,"evcil_hayvan,egitim_kariyer",evcil_hayvan,"cat,catgram,catlife,catsofinstagram,britishshorthair,funnykitten,british,britishshortair,chaton,instagram",creator,0.83,1.4,0.0,0.0
altintaskirtasiye,1,profile_scrape,scrape_1776869679.json,11,1090.0,nano,94.73,0.36,"ev_yasam,oyuncak_hobi",ev_yasam,"kırtasiye,serve,harrypotter,harrypotter⚡️,hediye,kalem,reels,okul,hotflowers,sevgi̇",creator,0.75,1.0,0.0,0.0
ana_fikirler,1,profile_scrape,scrape_1776937104.json,12,1118.0,nano,41.08,25.0,evcil_hayvan,evcil_hayvan,"annelik,balıkçı,çocukluhayat,huzur❤️,balıkavı,olta,balik,hayatgüzeldir,içses,sakin",creator,0.75,1.0,0.0,0.0
ankmedipolybs,1,profile_scrape,scrape_1776936742.json,12,587.0,nano,35.83,1.42,teknoloji,teknoloji,"AnkaraMedipol,teknoloji,yönetimbilişimsistemleri,ybs,ybstopluluğu,YBS,YönetimBilişimSistemleri,ankaramedipol,yapayzeka,girişimcilik",creator,0.75,1.0,0.0,0.0
ankurdwrh,1,profile_scrape,scrape_1776872304.json,12,1601.0,nano,98.42,11.75,"fitness_saglik,moda_yasam,seyahat_gezi",fitness_saglik,"explorepage,gymrat,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,explore,like4like,gymmotivation,gymlife,fyp,lifestyle,gym",creator,0.83,1.4,0.0,0.0
annelikruhumda_,1,profile_scrape,scrape_1776937266.json,12,83207.0,micro,39789.42,319.67,anne_bebek,anne_bebek,"annebebek,anneyiz,anneolmak,etkinlik,evlat,zekagelişimi,anne,erkekbebek,zekaoyunları,annebaba",creator,0.75,1.0,0.0,0.0
anneolmayolunda,1,profile_scrape,scrape_1776936742.json,12,18.0,nano,1.92,0.0,anne_bebek,anne_bebek,"hamileanneler,bebekgelişimi,anneolmak,gebelikbeslenmesi,gebelik,hamilelik,annelik,hamilelikrehberi,anneoluyorum,reelskeşfet",creator,0.75,1.0,0.0,0.0
annevebebek2025,1,profile_scrape,scrape_1776937266.json,12,12059.0,micro,3768.33,27.25,"anne_bebek,evcil_hayvan",anne_bebek,"annelik,yenidoğan,bebekbakımı,hamilelik,gebelik,bebekgelişimi,anneler,ekgıda,annelerbilir,annebebek",creator,0.85,1.5,0.0,0.0
anodos.patra,1,profile_scrape,scrape_1776869679.json,12,289.0,nano,26.83,0.17,"egitim_kariyer,ev_yasam,teknoloji",egitim_kariyer,"AnodosPatra,FrontistirioAnodos,PomodoroTechnique,StudyHacks,StudySmart,Focus,Πανελλήνιες2026,StudyVibes,AnodosLearning,Organization",creator,0.83,1.4,0.0,0.0
apogeewp1,1,profile_scrape,scrape_1776937431.json,12,55.0,nano,18.17,0.0,finans_is,finans_is,"apogeewp,personalfinance,financialplanning,wealthmanagement,fiduciary,assetmanagement,financialadvisor,investmentadvisor,retirement,investing",creator,0.75,1.0,0.0,0.0
areh.studies,1,profile_scrape,scrape_1776868726.json,8,107.0,nano,14.0,0.75,"egitim_kariyer,ev_yasam,kitap_kultur",egitim_kariyer,"studygram,studymotivation,studykoreanwithme,koreanlanguage,koreanstudy,koreanstudygram,korean,koreanlanguagehouse,ttmik,myfirst500koreanwords",creator,0.93,1.9,0.0,0.0
aslankidss_,1,profile_scrape,scrape_1776937266.json,12,74.0,nano,15.25,0.0,"moda_yasam,anne_bebek,taki_aksesuar",moda_yasam,"keşfetteyim,keşfet,bebek,kızcocukkıyafetleri,reels,bebekayakkabı,cocukmodası,izmir,erkekmodası,erkekcocukgiyim",creator,0.83,1.4,0.0,0.0
asliglbaz,1,profile_scrape,scrape_1776936742.json,12,417.0,nano,110.0,10.17,"anne_bebek,yemek_mutfak",anne_bebek,"momanddaughter,annebebek,aile,baby,ai̇le,keşfet,bebeklihayat,babygirls,kesfet,evlilik",creator,0.83,1.4,0.0,0.0
asralfotografcilik,1,profile_scrape,scrape_1776936742.json,12,4276.0,nano,90.0,3.75,"otomotiv,evcil_hayvan,anne_bebek",otomotiv,"bodrumyenidoğanfotoğrafçısı,milasbebekfotoğrafçısı,bodrumdoğumfotoğrafçısı,milasyenidoğançekimi,yenidoğançekimi,annelik,maternityshoot,bodrumbebekfotoğrafçısı,bodrumfotografci,yenidoğan",creator,0.85,1.5,0.0,0.0
assets.and.interests,1,profile_scrape,scrape_1776868726.json,8,10.0,nano,2.75,0.12,finans_is,finans_is,"stockmarketnews,marketupdate,investing,finance,stockmarkets,stockmarket",creator,0.75,1.0,0.3,0.4
atomy.busranur,1,profile_scrape,scrape_1776868726.json,8,31.0,nano,3.75,0.75,"guzellik_kozmetik,oyuncak_hobi,evcil_hayvan",guzellik_kozmetik,"Atomy,KBeauty,reklamdeğil,BBCream,GuneyKoreKozmetik,AtomyRutinim,Kbeauty,KoreCilt,REKLAMDEĞİL,DogalMakyaj",creator,0.93,1.9,0.3,0.0
avm.sepetim,1,profile_scrape,scrape_1776937431.json,12,125.0,nano,6.33,0.17,"evcil_hayvan,otomotiv",evcil_hayvan,"avmsepetim,website,alışveris,guvenli,elekronik,web,shoppingonline,online,bluetooth,eti̇caret",creator,0.75,1.0,0.3,0.0
awsservitecgmbh,1,profile_scrape,scrape_1776868726.json,8,8.0,nano,1.62,0.12,ev_yasam,ev_yasam,"cleaning,waschanlage,reinigung,reinigen,vorhernacher,spassbeiderarbeit,superteam,rollgerüstaufbau,supermitarbeiter,putzen",creator,0.75,1.0,0.0,0.0
ayda_atolye,1,profile_scrape,scrape_1776936742.json,12,1295.0,nano,26.75,0.83,"evcil_hayvan,yemek_mutfak,oyuncak_hobi",evcil_hayvan,"amigurumi,yenidoganhediyesi,amigurumitarifleri,uykuarkadaşı,amigurumidoll,amigurumiaslan,parmakkukla,amigurumipatterns,sidtarifi,buzdevri",creator,0.95,2.4,0.0,0.0
aylin_yaykin,1,profile_scrape,scrape_1776869777.json,10,837.0,nano,-1.0,41.2,anne_bebek,anne_bebek,"annelik,oğlum,momhumor,1yaş,babaoğul,fypシ゚viralシfypシ゚,evlat,yaramazcocuk,bebekakımları,hamile",creator,0.75,1.0,0.0,0.0
ayora.candles,1,profile_scrape,scrape_1776937266.json,12,627.0,nano,33.17,409.17,"oyuncak_hobi,dekorasyon_mobilya,evcil_hayvan",oyuncak_hobi,"elyapımı,soyawax,tasarımmum,evdekorasyonu,mumtasarımı,soyamumu,küçükişletme,dekorasyon,portakalmumu,huzur",creator,0.75,1.0,0.0,0.0
aysegulkibarr,1,profile_scrape,scrape_1776869436.json,6,278.0,nano,17.33,6.0,"evcil_hayvan,oyuncak_hobi,egitim_kariyer",evcil_hayvan,"kedisahiplendirme,satinalmasahi̇plen,kedi,i̇stanbulkedisahiplendirme,sahiplendirme,kediyuvalandırma,samsunkedisahiplendirme,tekir,tekirkedi,tekirish",creator,0.83,1.4,0.0,0.0
babylabstudio,1,profile_scrape,scrape_1776869777.json,1,1154.0,nano,23.0,2.0,"anne_bebek,egitim_kariyer,otomotiv",anne_bebek,"bebekstüdyoçekim,1yas,keşfetteyiz,konyabebekfotoğrafçısı,konyabebekçekimi",creator,0.83,1.4,0.0,0.0
badematay,1,profile_scrape,scrape_1776937691.json,6,82.0,nano,32.5,0.83,"evcil_hayvan,egitim_kariyer",evcil_hayvan,"kedi,pati,cat,badem,patilidostum,patilidostlar,kediaşkı",creator,0.83,1.4,0.0,0.0
baharatascakir,1,profile_scrape,scrape_1776872304.json,12,374.0,nano,65.33,3.83,anne_bebek,anne_bebek,"instababy,annebebek,keşfet,instamood,baby,instamoment,babylove,insta,instagood,instalike",creator,0.75,1.0,0.0,0.0
bala_tech_0007,1,profile_scrape,scrape_1776937431.json,12,50329.0,micro,17108.92,983.17,teknoloji,teknoloji,"tech,techtamil,instagram,viral,Tech_withh_Bala,prank,mobile,secure,couple,whatsapp",creator,0.75,1.0,0.0,0.0
balon_sepeti,1,profile_scrape,scrape_1776936742.json,12,676.0,nano,10.42,1.25,"oyuncak_hobi,evcil_hayvan,anne_bebek",oyuncak_hobi,"ankarahediye,hediye,ankarahediyelik,yenidoğan,yenidogan,hediyeönerisi,ankaraçiçek,hediyekutusu,ankaraciceksiparişi,hediyefikirleri",creator,0.85,1.5,0.0,0.0
baytunagrup,1,profile_scrape,scrape_1776936742.json,3,48.0,nano,15.0,0.0,teknoloji,teknoloji,"BaytunaGroup,SağlıktaGüven,EndüstrideGüç,Mühendislik,Üretim,Teknoloji,Yatırım,Sanayi,İnovasyon,Gelecek",creator,0.75,1.0,0.0,0.0
bdk_bund,1,profile_scrape,scrape_1776872304.json,12,1338.0,nano,32.83,2.67,yemek_mutfak,yemek_mutfak,"bdk,bunddeutscherkriminalbeamter,berufsverbandderkriminalpolizei,strafverfolgung,geldwäsche,bundesvorstand,sitzung,pks,statistik,tarif",creator,0.93,1.9,0.0,0.0
bdyuluslararasigida,1,profile_scrape,scrape_1776869679.json,11,2027.0,nano,56.27,0.0,yemek_mutfak,yemek_mutfak,"dosavio,kahve,coffee,espresso,premiumcoffee,horeca,bdyuluslararasigida,isletmekahvesi,eksimayalipizza,elacmasipizza",creator,0.83,1.4,0.0,0.0
beautybyeylull,1,profile_scrape,scrape_1776790071.json,6,83.0,nano,7.5,0.0,guzellik_kozmetik,guzellik_kozmetik,"kocaeligüzellikmerkezi,kocaeli̇,ciltbakimi,hydrafacialciltbakımı,kesfet,kirpiklifting,guzellikmerkezi,keşfetteyizzz,kesfetteyiz,keșfet",creator,0.83,1.4,0.3,0.0
bebegim.icin7,1,profile_scrape,scrape_1776937266.json,2,2.0,nano,2.0,0.0,"anne_bebek,yemek_mutfak",anne_bebek,"bebek,annevebebek,keşfet,hamilelik,bebekgeliyor,kahveveumut,gününnotu,hergünbirmucize,3KişilikBirAile,aileolmak",creator,0.83,1.4,0.0,0.0
bebekvari,1,profile_scrape,scrape_1776937104.json,11,1022.0,nano,76.45,0.55,anne_bebek,anne_bebek,"hamilelik,annelik,gebelik,bebeğim,anneoluyorum,hamilelikgünlüğü,bebekbeklerken,gebelikserüveni”,1trimester,hamilelikbeslenmesi",creator,0.75,1.0,0.0,0.0
bee.artisan.qc,1,profile_scrape,scrape_1776868726.json,8,26.0,nano,0.75,1.5,"oyuncak_hobi,otomotiv,finans_is",oyuncak_hobi,"madetoorder,musthave,wishlist,creativesoul,artisan,supportsmallbusiness,handmadecrafts,diy,quebecartisan,handmadecanada",creator,0.75,1.0,0.0,0.0
beko_kayaoglu,1,profile_scrape,scrape_1776869679.json,11,808.0,nano,246.64,0.82,yemek_mutfak,yemek_mutfak,"inegöl,Beko,kampanya,indirim,fırsat,beko,bekokayaoğlu,kahvemakinesi,türkkahvesi,mutfak",creator,0.83,1.4,0.0,0.0
bela._.aura,1,profile_scrape,scrape_1776868726.json,5,40.0,nano,8.2,0.2,"guzellik_kozmetik,otomotiv",guzellik_kozmetik,"autocuidado,autoestima,feminino,esfoliaçãocorporal,pelemacia,cheirinbão,skincareroutine,faixadecabelo,produtos,gloss",creator,0.93,1.9,0.0,0.0
bento.lola_,1,profile_scrape,scrape_1776937266.json,9,23.0,nano,10.78,1.89,evcil_hayvan,evcil_hayvan,"pet,luludapomerânia,spitzalemão,luludapomeraniaanao,spitzalemaoanao,amorporquatropatas",creator,0.75,1.0,0.0,0.0
berilybaby,1,profile_scrape,scrape_1776937266.json,12,39.0,nano,3.75,0.0,"anne_bebek,moda_yasam,evcil_hayvan",anne_bebek,"bebekmodası,kızbebek,bebekkıyafeti,yenidoğan,organikpamuk,bebekgiyim,bayramkombini,çocukgiyim,hastaneçıkışı,bebekhediyesi",creator,0.95,2.4,0.0,0.0
beyzadeecicek,1,profile_scrape,scrape_1776936742.json,12,150.0,nano,13.75,0.0,anne_bebek,anne_bebek,"isteme,fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,nişan,keşfetedüş,söz,gelin,keşfetteyim,fyp,fypage,bebek",creator,0.75,1.0,0.0,0.0
bikiandchonk,1,profile_scrape,scrape_1776868726.json,8,97.0,nano,10.5,0.88,"evcil_hayvan,egitim_kariyer",evcil_hayvan,"cat,cats,cats_of_instagram,cute,pets,catsofinstagram,boycat,kitty,tuxedocat,cutecat",creator,0.83,1.4,0.0,0.0
bilkentalks,1,profile_scrape,scrape_1776936742.json,12,2404.0,nano,30.08,8.17,finans_is,finans_is,"BilkentTalks,Bilkent,GirişimİnovasyonZirvesi,Innovation,networking,Entrepreneurship,İnovasyon,inovasyon,Nestle,AIESEC",creator,0.75,1.0,0.0,0.0
bioexatas.ms,1,profile_scrape,scrape_1776937691.json,12,4053.0,nano,150.33,10.92,"ev_yasam,egitim_kariyer",ev_yasam,"bioexatasms,vestibular,vestibulando,estudos,medicina,cursinho,vestibulares,redacao,foco,studygram",creator,0.93,1.9,0.0,0.0
birazannebirazkaos,1,profile_scrape,scrape_1776869436.json,5,15.0,nano,7.6,2.8,anne_bebek,anne_bebek,"bebek,kesfetteyiz🙏🏻,yenianne,annelik,hamilelik,annehayatı,anne,ergen",creator,0.75,1.0,0.0,0.0
bizimbebekgunlugu,1,profile_scrape,scrape_1776872304.json,12,510.0,nano,683.33,8.75,"anne_bebek,evcil_hayvan",anne_bebek,"annebebek,bebek,emzirenanne,yenidogan,anne,keşfet,calisananne,bebekurunleri,emzirenanneler,yenidoğan",creator,0.85,1.5,0.0,0.0
bloggwithmom,1,profile_scrape,scrape_1776937104.json,12,586.0,nano,1310.5,61.17,"anne_bebek,yemek_mutfak",anne_bebek,"keşfet,fypagee❤️❤️,akımvideoları,babyboy,temizlikzamanı,komikpaylaşımlar,temizliktuyoları,türkkahvesi,sunumadairherşey,temizlikönerileri",creator,0.83,1.4,0.0,0.0
bodoge_shitamura,1,profile_scrape,scrape_1776869436.json,6,173.0,nano,2.67,0.0,"oyuncak_hobi,oyun_espor",oyuncak_hobi,"ボドゲは人生の勝利点,ボードゲーム好きと繋がりたい,Boardgamesarethevictorypointsoflife,ボドゲ,boardgame,マレンゴ,TriompheàMarengo,フリードマンフリーゼ,FriedemannFriese,NestoreMangone",creator,0.75,1.0,0.3,0.0
bonbon.balon,1,profile_scrape,scrape_1776936742.json,12,397.0,nano,31.75,1.92,evcil_hayvan,evcil_hayvan,"boboballoon,bobobalon,bobobalontasarımı,kesfet,yenidogan,balloons,bobobalonyapımı,boboballoons,dogumgunu,dogumgünü",creator,0.85,1.5,0.0,0.0
buabroad,1,profile_scrape,scrape_1776790071.json,8,6099.0,nano,43.5,2.88,"egitim_kariyer,ev_yasam,seyahat_gezi",egitim_kariyer,"studyabroad,travel,terriersabroad,studyoverseas,internationalstudents,studygram,studyabroadlife,goabroad,exchangeprogram,adventure",creator,0.77,1.1,0.0,0.0
byaslanhoca,1,profile_scrape,scrape_1776872304.json,12,243.0,nano,29.83,1.92,egitim_kariyer,egitim_kariyer,"TYT,AYT,YKS,MSÜ,sinav,üniversite,tercih,ogrencikocluğu,LGS,aslanhoca2023",creator,0.83,1.4,0.0,0.0
callystavodafone4,1,profile_scrape,scrape_1776937266.json,12,203.0,nano,4.17,0.0,oyuncak_hobi,oyuncak_hobi,"5g,diyarbakır,vodafone,telefon,5guyumlucihazlar,redbox,akıllısaat,dijitalsaat,telefona,akillisaat",creator,0.75,1.0,0.0,0.0
cat_dogloversofficial,1,profile_scrape,scrape_1776937431.json,12,5631.0,nano,18.83,2.5,"evcil_hayvan,egitim_kariyer",evcil_hayvan,"sevgi,dog,köpek,kedi,cat,23nisanulusalegemenlikveçocukbayramıkutluolsun",creator,0.93,1.9,1.2,0.0
cayeli.evmeze,1,profile_scrape,scrape_1776936742.json,7,99.0,nano,17.14,0.0,yemek_mutfak,yemek_mutfak,"tarif,yemek,evyemekleri,benikeşfet,rize,çayeli,lezzet,meze,elyapımı,beniöneçikart",creator,0.93,1.9,0.0,0.0
cb.ayseyurtsever,1,profile_scrape,scrape_1776937691.json,12,574.0,nano,14.58,0.33,evcil_hayvan,evcil_hayvan,"gayrimenkul,yatirim,gayrimenkuldanışmanı,bursasatılıkdaire,coldwellbankertürkiye,satılıkdaire,yatırım,emlak,alsatkirala,Bursa",creator,0.75,1.0,0.0,0.0
cekirdekrehberlik,1,profile_scrape,scrape_1776936742.json,7,301.0,nano,64.43,22.86,egitim_kariyer,egitim_kariyer,"yks,yks2026,YKS2026,LGS2026,lgs,sınavkoçluğu,SınavKoçluğu,egitim,lgs2026,mentorluk",creator,0.83,1.4,0.0,0.0
celebrationstudio.ie,1,profile_scrape,scrape_1776937104.json,12,1166.0,nano,24.83,1.83,dekorasyon_mobilya,dekorasyon_mobilya,"BalloonDecor,EventDecor,PartyDecor,BabyLove,CustomDecor,LuxuryDecor,EventStyling,NewbornBaby,WelcomeBaby,BabyGiftIdeas",creator,0.75,1.0,0.0,0.0
cflmun,1,profile_scrape,scrape_1776936742.json,12,581.0,nano,27.83,2.25,finans_is,finans_is,"cflmun,mun,keşfet,corlu,delegate,delegation,çorlu,keşfetteyim,press,keşfetteyiz",creator,0.75,1.0,0.0,0.0
chovancova_viktoria,1,profile_scrape,scrape_1776872304.json,12,43331.0,micro,5102.5,34.58,"fitness_saglik,yemek_mutfak",fitness_saglik,"fyp,running,prague,food,viral,fitness,reminder,hyrox,hyroxtraining,vlog",creator,0.93,1.9,0.0,0.0
christian.and.catherine,1,profile_scrape,scrape_1776868866.json,6,1274.0,nano,7.0,0.17,"guzellik_kozmetik,otomotiv,evcil_hayvan",guzellik_kozmetik,"christiancatherine,skincare,serum,bodycare,happyeaster,easter,GreekBeautyBrand,facecare,faceserum,haircare",creator,0.77,1.1,0.0,0.0
ciaocane.spa,1,profile_scrape,scrape_1776868726.json,8,804.0,nano,26.0,2.5,evcil_hayvan,evcil_hayvan,"dog,grooming,spadog,pomeranian,kraków,foryou,pies,maltańczyk,maltańczykipolska,krakow",creator,0.85,1.5,0.0,0.0
clair_glow,1,profile_scrape,scrape_1776868866.json,6,38.0,nano,0.17,0.0,"guzellik_kozmetik,otomotiv,evcil_hayvan",guzellik_kozmetik,"ClairGlow,Vacation,MilkyCleanser,Hydration,GentleSkincare,TeamCleanGirl,SkincareVibes,GenZEgypt,CommentGame,ContentVote",creator,0.77,1.1,0.0,0.0
clubpilates.sandy,1,profile_scrape,scrape_1776790071.json,2,1701.0,nano,8.5,5.0,fitness_saglik,fitness_saglik,"clubpilates,clubpilatessandy,sandyutah,pilates,reformerpilates,dopilatesdolife,PilatesStrong,health,wellness,fitness",creator,0.95,2.4,0.0,0.0
cocukgiyimevicom,1,profile_scrape,scrape_1776869679.json,12,19465.0,micro,2.67,0.25,"anne_bebek,moda_yasam,evcil_hayvan",anne_bebek,"yenidoğan,bebektakim,annebebek,bebekmoda,cocukgiyim",creator,0.77,1.1,0.3,0.0
cookieetgribouille,1,profile_scrape,scrape_1776869679.json,11,360.0,nano,70.27,1.18,otomotiv,otomotiv,"gainsconcours,chocolat,sowwy,patisserie,boxpatisserie,macarons,numerique,fonddeteint,seruim,loreal",creator,0.75,1.0,0.0,0.0
coquiette.jpg,1,profile_scrape,scrape_1776937104.json,12,7083.0,nano,911.33,36.17,"teknoloji,finans_is",teknoloji,"illustrationoftheday,digitalart,artdiscover,illustratrice,procreate,drawing,illustrator,illustration,art,artist",creator,0.95,2.0,0.0,0.0
